"unique_id","insee","is_student","current_age","Activity_type","sex","household_type","JOB_42","highest_diploma","target"
88399,"88209",FALSE,35,"type|1|1","Male","TYPEM4-1","csp_3_8","edu1-8",62.435
88402,"88222",FALSE,28,"type|1|2","Female","TYPEM1-2","csp_5_5","edu1-5",43.5121
88407,"88250",FALSE,78,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-1",51.2111
88408,"88253",FALSE,83,"type|2|1","Male","TYPEM4-4","csp_7_7","edu2",62.5601
88411,"88266",FALSE,22,"type|1|1","Male","TYPEM3-1","csp_6_4","edu1-4",57.8195
88413,"88270",FALSE,29,"type|1|2","Male","TYPEM3-2","csp_6_7","edu1-4",56.5323
88417,"88285",FALSE,50,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-3",62.8922
88418,"88292",FALSE,39,"type|1|1","Female","TYPEM3-2","csp_4_5","edu1-4",50.3474
88419,"88302",FALSE,42,"type|1|1","Male","TYPEM4-1","csp_6_2","edu1-5",66.6148
88421,"88304",FALSE,56,"type|1|1","Male","TYPEM4-2","csp_6_4","edu3",52.0737
88423,"88304",TRUE,16,"type|2|2","Male","TYPEM4-1","csp_8_4","edu3",79.7295
88426,"88304",FALSE,85,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-4",59.9136
88427,"88309",FALSE,26,"type|2|5","Male","TYPEM4-4","csp_8_5","edu2",55.2545
88430,"88319",FALSE,75,"type|2|1","Female","TYPEM4-4","csp_7_8","edu1-1",46.9137
88431,"88321",FALSE,57,"type|1|1","Male","TYPEM4-1","csp_4_6","edu1-6",60.0405
88432,"88321",FALSE,33,"type|1|1","Male","TYPEM1-1","csp_6_2","edu1-4",62.405
88435,"88327",FALSE,56,"type|1|1","Male","TYPEM4-2","csp_4_8","edu1-6",56.8348
88436,"88327",FALSE,52,"type|1|1","Female","TYPEM2-0","csp_6_8","edu1-3",47.7973
88437,"88330",TRUE,18,"type|2|2","Female","TYPEM4-2","csp_8_4","edu1-2",76.9005
88439,"88349",FALSE,53,"type|1|2","Female","TYPEM1-2","csp_8_1","edu3",55.1251
88440,"88349",FALSE,62,"type|2|5","Male","TYPEM1-1","csp_8_6","edu1-4",67.4446
88441,"88349",FALSE,88,"type|2|1","Female","TYPEM1-2","csp_7_2","edu2",60.3668
88442,"88357",FALSE,86,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-5",51.0415
88444,"88358",FALSE,72,"type|2|1","Female","TYPEM4-4","csp_7_8","edu3",35.3313
88445,"88361",FALSE,62,"type|1|1","Male","TYPEM4-1","csp_1_1","edu1-4",48.259
88446,"88367",FALSE,43,"type|2|4","Female","TYPEM4-4","csp_8_5","edu1-3",41.4385
88447,"88367",TRUE,18,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-4",87.2659
88448,"88367",FALSE,59,"type|1|1","Male","TYPEM4-2","csp_4_7","edu1-3",65.7215
88450,"88367",FALSE,19,"type|1|1","Male","TYPEM4-1","csp_6_7","edu1-3",56.0271
88452,"88369",FALSE,31,"type|1|1","Male","TYPEM4-1","csp_2_2","edu1-7",67.844
88454,"88371",FALSE,61,"type|1|1","Male","TYPEM1-1","csp_2_1","edu1-4",75.6633
88456,"88371",FALSE,29,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-3",61.2416
88460,"88383",FALSE,78,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1-3",58.199
88461,"88386",FALSE,26,"type|1|2","Male","TYPEM4-4","csp_6_8","edu1-3",56.9113
88464,"88408",FALSE,47,"type|1|1","Female","TYPEM3-2","csp_2_1","edu1-3",54.0087
88465,"88408",FALSE,66,"type|2|4","Female","TYPEM4-4","csp_8_6","edu2",55.891
88466,"88408",FALSE,73,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-2",40.8606
88470,"88413",FALSE,51,"type|1|1","Female","TYPEM4-1","csp_5_5","edu1-2",37.1744
88471,"88413",FALSE,61,"type|2|1","Female","TYPEM4-4","csp_7_8","edu1-2",42.637
88474,"88413",TRUE,18,"type|2|2","Female","TYPEM3-2","csp_8_4","edu1-2",71.3795
88477,"88415",FALSE,45,"type|1|1","Male","TYPEM4-1","csp_6_9","edu1-8",53.8856
88482,"88428",FALSE,38,"type|1|2","Male","TYPEM1-1","csp_6_2","edu1-3",60.3469
88483,"88429",FALSE,57,"type|1|1","Female","TYPEM1-2","csp_4_5","edu1-3",57.15
88484,"88429",FALSE,41,"type|1|1","Male","TYPEM4-2","csp_4_7","edu1-2",52.6517
88489,"88462",FALSE,82,"type|2|1","Male","TYPEM4-4","csp_7_2","edu1-5",62.9893
88491,"88463",FALSE,73,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-1",44.8372
88494,"88465",TRUE,20,"type|2|2","Female","TYPEM4-3","csp_8_4","edu1-4",78.7112
88497,"88465",FALSE,42,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-6",61.9687
88500,"88468",TRUE,24,"type|1|1","Female","TYPEM1-2","csp_3_4","edu1-7",83.6311
88502,"88468",FALSE,76,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-3",48.5295
88511,"88523",FALSE,30,"type|2|5","Female","TYPEM1-2","csp_8_5","edu1-4",55.2889
88514,"88530",TRUE,18,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-2",85.2582
88515,"88531",FALSE,58,"type|2|4","Female","TYPEM4-2","csp_8_5","edu1",55.7039
88516,"89001",FALSE,26,"type|1|1","Female","TYPEM4-3","csp_5_2","edu1-2",46.4328
88518,"89003",TRUE,35,"type|1|1","Female","TYPEM1-2","csp_3_4","edu1-8",90.6984
88523,"89009",FALSE,32,"type|1|1","Male","TYPEM4-1","csp_2_1","edu1-4",68.2307
88524,"89009",FALSE,52,"type|1|1","Male","TYPEM1-1","csp_6_5","edu1-3",59.0623
88527,"89013",FALSE,51,"type|2|5","Male","TYPEM4-4","csp_8_5","edu1-8",67.2268
88529,"89013",FALSE,66,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-4",54.7458
88530,"89013",FALSE,27,"type|1|1","Male","TYPEM4-1","csp_1_1","edu1-5",49.9038
88531,"89017",FALSE,59,"type|1|1","Male","TYPEM1-1","csp_2_1","edu2",77.8957
88532,"89018",FALSE,44,"type|1|1","Male","TYPEM4-1","csp_6_4","edu1-3",67.6871
88535,"89024",FALSE,48,"type|1|1","Female","TYPEM4-1","csp_4_5","edu1-4",75.4195
88536,"89024",FALSE,58,"type|2|5","Female","TYPEM4-4","csp_8_5","edu1",57.9025
88542,"89024",FALSE,31,"type|1|2","Female","TYPEM4-2","csp_2_3","edu3",54.1403
88545,"89024",FALSE,78,"type|2|1","Male","TYPEM4-4","csp_7_8","edu2",69.1339
88547,"89024",FALSE,48,"type|1|1","Female","TYPEM1-2","csp_5_2","edu1-7",59.8928
88549,"89024",FALSE,51,"type|1|1","Male","TYPEM4-1","csp_5_3","edu1-4",56.232
88550,"89024",FALSE,31,"type|2|5","Male","TYPEM4-1","csp_8_5","edu1-3",65.31
88551,"89024",FALSE,29,"type|1|1","Male","TYPEM4-1","csp_5_6","edu1-6",68.8445
88553,"89024",FALSE,70,"type|2|1","Male","TYPEM4-1","csp_7_2","edu1-1",72.6479
88554,"89024",FALSE,70,"type|2|1","Female","TYPEM4-4","csp_7_7","edu3",41.6061
88556,"89024",FALSE,42,"type|1|2","Male","TYPEM1-1","csp_4_7","edu1-2",72.541
88557,"89024",FALSE,90,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-1",54.0621
88558,"89024",FALSE,54,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-3",57.0455
88559,"89024",FALSE,67,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1-3",60.0148
88560,"89024",FALSE,28,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-3",55.6852
88562,"89024",FALSE,70,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-2",49.6056
88563,"89024",FALSE,70,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-3",56.9194
88566,"89024",FALSE,52,"type|1|1","Male","TYPEM4-1","csp_6_8","edu3",52.9415
88568,"89024",FALSE,49,"type|2|5","Male","TYPEM3-2","csp_8_5","edu1-4",71.606
88570,"89024",FALSE,29,"type|1|1","Male","TYPEM1-1","csp_6_7","edu1-2",51.4327
88573,"89024",FALSE,92,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-1",53.6603
88574,"89024",FALSE,56,"type|1|1","Male","TYPEM4-1","csp_4_5","edu1-3",68.2066
88576,"89024",FALSE,70,"type|1|1","Male","TYPEM4-1","csp_2_2","edu1-6",69.8744
88577,"89024",FALSE,74,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-2",58.0704
88579,"89024",FALSE,36,"type|2|4","Female","TYPEM4-2","csp_8_5","edu1-8",59.5364
88580,"89024",FALSE,58,"type|1|1","Female","TYPEM4-3","csp_6_7","edu1-2",42.9801
88585,"89024",FALSE,54,"type|1|1","Female","TYPEM4-3","csp_4_6","edu1-4",49.8741
88586,"89024",FALSE,76,"type|2|1","Female","TYPEM4-4","csp_7_8","edu1-1",50.4764
88588,"89024",FALSE,19,"type|1|1","Female","TYPEM4-3","csp_5_5","edu1-5",34.6285
88589,"89024",FALSE,33,"type|1|1","Male","TYPEM4-2","csp_3_8","edu1-4",57.5347
88590,"89024",FALSE,57,"type|1|1","Male","TYPEM4-1","csp_6_2","edu1-1",54.6055
88591,"89024",FALSE,39,"type|1|1","Male","TYPEM4-1","csp_4_7","edu1-3",54.7462
88592,"89024",FALSE,68,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-2",49.0832
88593,"89024",TRUE,15,"type|2|2","Female","TYPEM3-2","csp_8_4","edu1-2",80.5343
88596,"89024",FALSE,37,"type|1|1","Female","TYPEM4-1","csp_4_5","edu1-7",80.749
88599,"89024",FALSE,56,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-3",57.6187
88603,"89024",FALSE,39,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-4",62.9581
88605,"89025",FALSE,65,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-1",48.7862
88608,"89025",FALSE,71,"type|2|5","Female","TYPEM4-4","csp_8_6","edu1-6",58.0497
88609,"89025",FALSE,64,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1-3",58.8154
88612,"89025",FALSE,48,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-6",68.7694
88613,"89025",FALSE,53,"type|1|1","Female","TYPEM4-1","csp_3_3","edu1-4",63.8079
88614,"89029",FALSE,30,"type|2|5","Male","TYPEM4-4","csp_8_5","edu1-3",55.389
88615,"89029",FALSE,74,"type|2|1","Male","TYPEM4-4","csp_7_2","edu2",72.8887
88618,"89035",FALSE,68,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-7",58.5888
88619,"89036",FALSE,38,"type|1|1","Female","TYPEM4-1","csp_4_3","edu1-7",74.623
88627,"89046",FALSE,50,"type|1|1","Male","TYPEM4-1","csp_6_8","edu3",65.7282
88629,"89046",FALSE,53,"type|1|2","Female","TYPEM3-2","csp_5_6","edu3",51.3906
88630,"89046",FALSE,43,"type|1|1","Male","TYPEM4-1","csp_4_7","edu1-6",70.2648
88632,"89046",FALSE,56,"type|2|5","Male","TYPEM1-1","csp_8_5","edu2",75.3344
88633,"89048",FALSE,27,"type|1|1","Female","TYPEM4-1","csp_2_1","edu1-3",56.8037
88634,"89050",FALSE,83,"type|2|1","Female","TYPEM1-2","csp_7_2","edu1-3",58.2657
88638,"89053",FALSE,78,"type|2|1","Male","TYPEM4-4","csp_7_1","edu2",72.8134
88639,"89053",FALSE,76,"type|2|1","Female","TYPEM4-4","csp_7_8","edu1-1",52.114
88640,"89054",FALSE,74,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-1",52.6374
88642,"89055",TRUE,21,"type|1|1","Male","TYPEM4-2","csp_4_7","edu1-4",66.0926
88643,"89056",FALSE,26,"type|1|2","Male","TYPEM4-2","csp_6_4","edu1-4",67.2128
88645,"89059",FALSE,53,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-3",77.9574
88646,"89060",FALSE,45,"type|2|4","Female","TYPEM4-2","csp_8_5","edu1-4",59.3971
88650,"89063",FALSE,53,"type|1|2","Female","TYPEM3-2","csp_6_7","edu1-3",59.3315
88651,"89063",TRUE,24,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-4",89.1507
88652,"89066",FALSE,53,"type|1|1","Male","TYPEM4-1","csp_6_4","edu1-3",65.8971
88656,"89067",FALSE,62,"type|2|1","Male","TYPEM4-3","csp_7_5","edu2",59.5517
88658,"89068",FALSE,71,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-7",63.6451
88661,"89072",FALSE,57,"type|1|1","Female","TYPEM4-1","csp_6_4","edu1-3",58.8234
88663,"89074",FALSE,38,"type|1|1","Female","TYPEM4-1","csp_2_1","edu1-3",55.9205
88665,"89074",FALSE,57,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-4",52.9785
88668,"89074",FALSE,68,"type|2|1","Female","TYPEM2-0","csp_7_5","edu1-7",70.0082
88676,"89083",FALSE,66,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",50.2631
88677,"89084",FALSE,35,"type|1|2","Male","TYPEM4-3","csp_6_3","edu1-3",59.1781
88678,"89085",FALSE,85,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-1",54.9047
88679,"89085",FALSE,51,"type|1|1","Female","TYPEM4-1","csp_5_6","edu1-3",64.091
88681,"89086",FALSE,66,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-3",58.8788
88682,"89086",FALSE,27,"type|1|1","Male","TYPEM4-2","csp_6_2","edu1-5",55.7577
88686,"89088",FALSE,23,"type|1|1","Male","TYPEM1-1","csp_6_7","edu1-3",46.2132
88687,"89093",TRUE,19,"type|2|2","Female","TYPEM3-2","csp_8_4","edu1-2",82.2868
88688,"89093",FALSE,68,"type|2|1","Male","TYPEM2-0","csp_7_8","edu1",66.9009
88690,"89099",FALSE,19,"type|1|2","Male","TYPEM4-1","csp_6_3","edu1-7",77.0703
88691,"89100",FALSE,60,"type|1|1","Male","TYPEM1-1","csp_6_5","edu1-5",77.4974
88694,"89105",FALSE,65,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",55.7994
88707,"89142",FALSE,51,"type|1|1","Male","TYPEM4-1","csp_1_1","edu1-4",39.5252
88708,"89142",FALSE,70,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-1",59.719
88709,"89143",FALSE,47,"type|1|1","Male","TYPEM1-1","csp_1_1","edu1-3",50.4035
88710,"89144",FALSE,70,"type|2|1","Female","TYPEM1-2","csp_7_4","edu1-8",55.9787
88716,"89151",FALSE,63,"type|2|1","Male","TYPEM4-3","csp_7_8","edu1-3",53.3742
88717,"89151",FALSE,83,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-1",62.3292
88727,"89158",FALSE,50,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-3",61.8848
88728,"89159",TRUE,16,"type|2|2","Male","TYPEM4-2","csp_8_4","edu1-2",85.9433
88731,"89160",FALSE,57,"type|1|1","Male","TYPEM4-1","csp_4_6","edu1-3",64.4647
88732,"89162",FALSE,60,"type|1|1","Female","TYPEM4-1","csp_3_7","edu1-8",70.9972
88733,"89162",FALSE,61,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",56.3991
88734,"89163",FALSE,72,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-2",51.4036
88736,"89169",FALSE,67,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",53.4384
88737,"89169",FALSE,23,"type|1|1","Male","TYPEM2-0","csp_3_8","edu1-8",65.2756
88738,"89177",FALSE,61,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1",61.7325
88740,"89179",FALSE,41,"type|1|1","Female","TYPEM4-1","csp_3_3","edu1-4",65.5946
88743,"89188",FALSE,50,"type|1|2","Male","TYPEM4-4","csp_6_3","edu1-3",67.7782
88744,"89189",FALSE,87,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-2",55.7132
88746,"89195",FALSE,76,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-1",48.5284
88747,"89196",TRUE,32,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-5",53.9262
88757,"89202",FALSE,56,"type|1|1","Female","TYPEM4-1","csp_6_8","edu1-6",57.0315
88761,"89206",FALSE,78,"type|2|1","Male","TYPEM1-1","csp_7_5","edu1",69.2415
88763,"89206",FALSE,86,"type|2|1","Female","TYPEM1-2","csp_7_1","edu1-1",60.5717
88765,"89206",FALSE,57,"type|1|1","Male","TYPEM4-1","csp_6_4","edu1-2",55.9898
88769,"89206",FALSE,47,"type|1|1","Female","TYPEM4-1","csp_2_2","edu1-2",58.2354
88772,"89209",FALSE,52,"type|1|1","Male","TYPEM4-2","csp_3_1","edu1-8",76.4349
88775,"89211",FALSE,47,"type|1|1","Female","TYPEM4-1","csp_4_2","edu1-7",71.1387
88776,"89214",FALSE,61,"type|2|5","Male","TYPEM4-4","csp_8_5","edu1-3",56.7216
88777,"89216",FALSE,74,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-7",66.4432
88779,"89218",FALSE,38,"type|1|1","Male","TYPEM4-1","csp_6_8","edu1-3",51.7987
88780,"89227",FALSE,29,"type|1|2","Male","TYPEM4-2","csp_8_1","edu3",66.1058
88781,"89227",FALSE,33,"type|2|4","Female","TYPEM4-4","csp_8_5","edu1-2",55.6801
88782,"89227",FALSE,60,"type|1|1","Female","TYPEM4-3","csp_2_2","edu1-5",54.2574
88783,"89227",FALSE,44,"type|1|1","Female","TYPEM1-2","csp_5_2","edu1-8",62.7658
88784,"89228",TRUE,21,"type|1|1","Female","TYPEM1-2","csp_5_2","edu1-4",72.2894
88787,"89232",FALSE,68,"type|2|1","Male","TYPEM3-1","csp_7_1","edu2",75.1901
88788,"89233",FALSE,69,"type|2|1","Male","TYPEM4-4","csp_7_8","edu3",50.877
88789,"89235",TRUE,18,"type|2|2","Male","TYPEM4-1","csp_8_4","edu3",83.0455
88793,"89236",FALSE,25,"type|1|1","Female","TYPEM4-1","csp_6_5","edu1-5",49.7012
88794,"89236",FALSE,48,"type|1|1","Female","TYPEM4-3","csp_5_2","edu1-1",38.6093
88796,"89239",FALSE,48,"type|1|1","Male","TYPEM4-2","csp_3_7","edu1-8",76.8633
88800,"89251",FALSE,31,"type|1|1","Female","TYPEM4-3","csp_4_2","edu2",66.7563
88808,"89257",FALSE,92,"type|2|4","Female","TYPEM4-4","csp_8_6","edu1-1",55.6928
88810,"89257",FALSE,63,"type|1|1","Female","TYPEM1-2","csp_4_3","edu1-5",73.6569
88811,"89257",FALSE,21,"type|1|1","Female","TYPEM3-2","csp_5_4","edu1-6",75.5122
88812,"89257",FALSE,84,"type|2|1","Female","TYPEM1-2","csp_7_8","edu1-1",57.8949
88815,"89257",FALSE,50,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-3",69.8467
88817,"89263",FALSE,80,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-3",62.5555
88818,"89263",FALSE,54,"type|1|1","Female","TYPEM4-4","csp_4_5","edu1-8",67.3496
88821,"89263",FALSE,70,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-4",59.0575
88822,"89263",TRUE,16,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-2",93.0671
88823,"89263",FALSE,96,"type|2|1","Male","TYPEM2-0","csp_7_8","edu1-5",67.6734
88825,"89264",FALSE,24,"type|1|1","Male","TYPEM4-1","csp_3_4","edu1-8",76.7479
88828,"89271",FALSE,83,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",56.51
88829,"89274",FALSE,27,"type|1|1","Male","TYPEM3-1","csp_3_5","edu1-6",73.5237
88830,"89274",FALSE,52,"type|1|1","Female","TYPEM4-1","csp_5_5","edu1-3",54.5657
88831,"89274",FALSE,23,"type|1|1","Male","TYPEM4-1","csp_6_2","edu1-5",71.3041
88838,"89280",FALSE,55,"type|2|5","Female","TYPEM4-2","csp_8_5","edu1-3",48.4873
88839,"89282",FALSE,50,"type|1|1","Male","TYPEM4-1","csp_6_8","edu1-3",69.0386
88840,"89283",FALSE,21,"type|1|2","Female","TYPEM3-1","csp_8_1","edu1-2",51.4064
88845,"89287",FALSE,76,"type|2|1","Male","TYPEM4-3","csp_7_4","edu1-8",62.0764
88848,"89291",FALSE,18,"type|1|1","Female","TYPEM4-2","csp_5_5","edu1-3",55.604
88849,"89295",FALSE,88,"type|2|1","Female","TYPEM4-4","csp_7_8","edu1-1",56.249
88850,"89295",FALSE,38,"type|1|1","Female","TYPEM4-1","csp_2_1","edu1-5",51.3118
88852,"89295",TRUE,61,"type|2|5","Male","TYPEM1-1","csp_8_5","edu3",82.8742
88854,"89298",FALSE,40,"type|1|1","Female","TYPEM4-1","csp_5_6","edu1-3",71.9029
88855,"89298",FALSE,40,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-8",89.0786
88856,"89304",TRUE,19,"type|2|2","Male","TYPEM1-1","csp_8_4","edu1-3",90.1504
88859,"89309",TRUE,15,"type|2|2","Female","TYPEM4-4","csp_8_4","edu1-1",84.8048
88861,"89309",TRUE,19,"type|2|2","Male","TYPEM4-2","csp_8_4","edu3",82.5656
88862,"89309",FALSE,32,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-5",56.2887
88863,"89309",FALSE,51,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-3",56.7584
88864,"89309",FALSE,40,"type|1|1","Male","TYPEM4-2","csp_6_2","edu1-6",51.8824
88865,"89309",FALSE,64,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-3",58.6983
88866,"89309",FALSE,37,"type|1|1","Female","TYPEM4-1","csp_5_6","edu1-5",50.2403
88867,"89309",FALSE,67,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-1",60.9164
88868,"89311",FALSE,63,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",50.5679
88869,"89311",FALSE,79,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",56.6641
88870,"89313",FALSE,32,"type|1|1","Female","TYPEM1-2","csp_5_2","edu1-5",46.1484
88871,"89318",TRUE,22,"type|1|1","Male","TYPEM3-2","csp_6_2","edu1-5",57.4761
88872,"89326",FALSE,25,"type|2|5","Female","TYPEM1-2","csp_8_5","edu1-3",49.0164
88873,"89327",FALSE,46,"type|1|1","Male","TYPEM4-2","csp_6_2","edu1-4",64.1145
88874,"89332",FALSE,52,"type|1|2","Female","TYPEM4-2","csp_4_6","edu1-5",69.1077
88878,"89334",FALSE,77,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",51.7282
88879,"89335",FALSE,69,"type|2|1","Female","TYPEM4-4","csp_7_2","edu1-5",57.4507
88882,"89338",FALSE,80,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-3",60.2077
88885,"89341",FALSE,62,"type|1|1","Male","TYPEM4-1","csp_2_1","edu1",74.8175
88890,"89345",FALSE,32,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-6",76.016
88891,"89345",FALSE,60,"type|2|1","Male","TYPEM1-1","csp_7_8","edu2",75.0431
88892,"89345",FALSE,36,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-3",52.6983
88895,"89345",FALSE,42,"type|1|1","Female","TYPEM3-2","csp_5_4","edu1-5",50.7281
88897,"89345",TRUE,17,"type|2|2","Male","TYPEM3-2","csp_8_4","edu3",81.0125
88901,"89346",FALSE,55,"type|1|1","Female","TYPEM4-3","csp_5_2","edu1",38.4576
88902,"89346",FALSE,33,"type|1|2","Female","TYPEM4-2","csp_5_5","edu1-3",52.6577
88904,"89346",FALSE,82,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-4",57.545
88911,"89348",FALSE,39,"type|1|1","Female","TYPEM3-2","csp_5_2","edu1-6",53.3676
88913,"89351",FALSE,47,"type|1|1","Female","TYPEM1-2","csp_3_7","edu1-7",66.8098
88914,"89351",FALSE,48,"type|1|1","Female","TYPEM2-0","csp_5_6","edu2",60.0848
88915,"89352",FALSE,69,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-4",59.7366
88916,"89353",FALSE,40,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-3",58.9028
88917,"89353",TRUE,15,"type|2|2","Male","TYPEM4-1","csp_8_5","edu3",82.9862
88918,"89354",FALSE,40,"type|1|1","Female","TYPEM4-1","csp_4_7","edu1-6",61.7466
88919,"89354",FALSE,67,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-4",56.928
88920,"89365",FALSE,53,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-4",57.3133
88922,"89370",FALSE,37,"type|1|1","Male","TYPEM4-1","csp_6_4","edu1-5",67.9176
88923,"89370",FALSE,29,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-5",65.9662
88925,"89370",FALSE,49,"type|1|1","Male","TYPEM4-2","csp_4_7","edu1-8",59.2745
88926,"89374",TRUE,17,"type|2|2","Male","TYPEM4-1","csp_8_4","edu3",83.0391
88930,"89382",FALSE,44,"type|1|1","Female","TYPEM3-2","csp_4_3","edu1-7",63.0591
88932,"89387",FALSE,55,"type|1|1","Male","TYPEM4-2","csp_2_3","edu1-8",69.387
88933,"89387",FALSE,86,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-6",52.4308
88940,"89387",FALSE,65,"type|2|1","Female","TYPEM4-4","csp_7_8","edu3",40.0353
88941,"89387",FALSE,89,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-2",52.3626
88942,"89387",FALSE,92,"type|2|1","Female","TYPEM4-3","csp_7_7","edu1-1",47.6134
88945,"89387",FALSE,90,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-3",54.6299
88947,"89387",FALSE,51,"type|2|4","Female","TYPEM4-2","csp_8_5","edu1-3",54.918
88948,"89387",TRUE,19,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-2",85.5591
88949,"89387",FALSE,61,"type|1|1","Female","TYPEM4-3","csp_2_1","edu1-3",49.4623
88951,"89387",TRUE,26,"type|1|1","Male","TYPEM2-0","csp_6_8","edu3",64.4373
88954,"89387",FALSE,60,"type|1|1","Female","TYPEM2-0","csp_5_6","edu1-3",67.1639
88956,"89387",FALSE,80,"type|2|1","Male","TYPEM1-1","csp_7_7","edu1-1",62.3113
88957,"89387",FALSE,40,"type|1|1","Male","TYPEM4-4","csp_1_1","edu1-3",46.3241
88958,"89387",FALSE,56,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-3",53.3404
88960,"89387",FALSE,90,"type|2|1","Female","TYPEM1-2","csp_7_8","edu1-1",51.2015
88961,"89387",TRUE,16,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-2",90.5417
88962,"89387",TRUE,22,"type|2|2","Female","TYPEM1-2","csp_8_4","edu1-6",78.0916
88964,"89387",FALSE,41,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-3",71.3695
88971,"89387",FALSE,50,"type|1|1","Male","TYPEM4-1","csp_6_5","edu1-5",70.0393
88977,"89387",FALSE,54,"type|1|1","Female","TYPEM4-1","csp_5_6","edu1-4",76.5248
88980,"89390",FALSE,41,"type|1|2","Male","TYPEM4-3","csp_6_7","edu3",57.7971
88984,"89391",FALSE,79,"type|2|1","Male","TYPEM1-1","csp_8_6","edu2",73.3552
88994,"89414",FALSE,32,"type|1|2","Female","TYPEM4-4","csp_6_3","edu1-3",54.1205
88995,"89414",FALSE,33,"type|1|2","Female","TYPEM1-2","csp_5_5","edu1-2",51.8027
